semimem_r,semiten_r,bflh140_r,bfsh140_r,sart_r,tfl_r,grac_r,soleus_r,tibpost_r,tibant_r,fdl_r,perbrev_r,perlong_r,edl_r,recfem_r,vasint_r,vasmed_r
151,764,287,402,1105,871,624,955,1471,1559,1900,2343,1500,1317,1222,1278,1174
